student_id,archetype,level_id,score,time_spent_minutes,passed,attempts,completed_date_days_ago
STU0010,beginner,ds_lists,57,56,False,2,96
STU0010,beginner,py_variables,83,33,True,1,237
STU0010,beginner,py_functions,66,68,False,2,349
STU0011,intermediate,math_probability,33,92,False,1,254
STU0011,intermediate,math_linear_algebra,48,76,False,2,246
STU0011,intermediate,py_loops,66,39,False,3,250
STU0011,intermediate,ds_graphs,72,105,True,1,325
STU0011,intermediate,py_oop,83,79,True,1,336
STU0011,intermediate,algo_dp,69,112,False,3,340
STU0011,intermediate,py_variables,49,41,False,1,179
STU0011,intermediate,ds_trees,77,104,True,1,65
STU0012,code_focused,ds_graphs,60,119,False,3,105
STU0012,code_focused,ds_lists,97,61,True,1,114
STU0012,code_focused,ds_dicts,84,76,True,1,217
STU0012,code_focused,py_oop,66,68,False,2,357
STU0012,code_focused,algo_sorting,82,111,True,1,177
STU0012,code_focused,py_variables,66,33,False,1,96
STU0012,code_focused,ds_trees,80,73,True,1,37
STU0012,code_focused,algo_searching,83,67,True,1,279
STU0012,code_focused,algo_greedy,69,127,False,1,62
STU0012,code_focused,py_functions,44,44,False,1,187
STU0012,code_focused,py_loops,78,36,True,1,223
STU0012,code_focused,algo_dp,75,129,True,1,144
STU0013,intermediate,math_linear_algebra,72,100,True,1,133
STU0013,intermediate,py_functions,75,69,True,1,331
STU0013,intermediate,py_loops,79,53,True,1,253
STU0013,intermediate,ds_dicts,68,94,False,2,283
STU0013,intermediate,ds_graphs,66,91,False,1,339
STU0013,intermediate,py_variables,84,32,True,1,342
STU0013,intermediate,ds_trees,63,73,False,1,364
STU0014,advanced,ds_dicts,72,69,True,1,117
STU0014,advanced,math_calculus,83,194,True,1,203
STU0014,advanced,algo_dp,80,119,True,1,147
STU0014,advanced,math_statistics,83,163,True,1,233
STU0014,advanced,math_probability,74,95,True,1,1
STU0014,advanced,ds_lists,97,95,True,1,144
STU0014,advanced,ml_classification,87,176,True,1,330
STU0014,advanced,py_variables,100,22,True,1,8
STU0014,advanced,ml_neural_nets,88,125,True,1,136
STU0014,advanced,algo_sorting,95,42,True,1,220
STU0014,advanced,ds_graphs,67,66,False,3,145
STU0014,advanced,py_oop,75,28,True,1,220
STU0014,advanced,algo_searching,75,89,True,1,35
STU0014,advanced,algo_greedy,91,170,True,1,10
STU0014,advanced,py_loops,97,32,True,1,224
STU0014,advanced,ml_regression,75,226,True,1,315
STU0014,advanced,math_linear_algebra,86,136,True,1,98
STU0014,advanced,py_functions,87,72,True,1,133
STU0014,advanced,ds_trees,83,79,True,1,53
STU0015,code_focused,ds_graphs,86,125,True,1,348
STU0015,code_focused,py_oop,32,49,False,3,306
STU0015,code_focused,py_loops,76,51,True,1,222
STU0015,code_focused,ds_trees,78,109,True,1,255
STU0015,code_focused,algo_searching,91,128,True,1,103
STU0015,code_focused,algo_greedy,86,55,True,1,286
STU0015,code_focused,algo_dp,63,113,False,2,308
STU0015,code_focused,ds_dicts,49,111,False,3,30
STU0015,code_focused,algo_sorting,85,103,True,1,133
STU0015,code_focused,ds_lists,71,88,True,1,330
STU0015,code_focused,py_variables,75,25,True,1,205
STU0015,code_focused,py_functions,78,27,True,1,111
STU0016,beginner,py_loops,50,43,False,2,51
STU0016,beginner,ds_lists,52,51,False,1,326
STU0016,beginner,ds_graphs,60,59,False,2,46
STU0017,intermediate,py_loops,82,30,True,1,113
STU0017,intermediate,py_oop,74,54,True,1,303
STU0017,intermediate,ds_graphs,68,26,False,2,28
STU0017,intermediate,ds_lists,64,21,False,1,154
STU0017,intermediate,py_functions,78,50,True,1,238
STU0017,intermediate,ds_dicts,67,88,False,3,15
STU0017,intermediate,py_variables,75,25,True,1,28
STU0017,intermediate,ds_trees,64,52,False,1,145
STU0017,intermediate,algo_greedy,67,43,False,2,67
STU0017,intermediate,math_probability,68,221,False,3,34
STU0018,advanced,py_functions,80,14,True,1,350
STU0018,advanced,math_probability,75,99,True,1,95
STU0018,advanced,ml_neural_nets,85,231,True,1,75
STU0018,advanced,ml_clustering,85,188,True,1,94
STU0018,advanced,math_linear_algebra,89,89,True,1,194
STU0018,advanced,ds_trees,100,115,True,1,173
STU0018,advanced,py_variables,75,35,True,1,118
STU0018,advanced,math_calculus,72,178,True,1,20
STU0018,advanced,math_statistics,77,128,True,1,90
STU0018,advanced,ds_graphs,80,89,True,1,139
STU0018,advanced,algo_dp,80,125,True,1,259
STU0018,advanced,py_loops,81,33,True,1,10
STU0018,advanced,ml_classification,100,264,True,1,13
STU0018,advanced,py_oop,76,58,True,1,319
STU0018,advanced,ds_dicts,96,86,True,1,38
STU0018,advanced,ds_lists,61,42,False,1,69
STU0018,advanced,algo_sorting,87,76,True,1,137
STU0019,beginner,ds_graphs,68,103,False,2,291
STU0019,beginner,py_loops,66,33,False,3,78
STU0019,beginner,ds_trees,35,86,False,1,42
STU0020,intermediate,math_linear_algebra,74,68,True,1,198
STU0020,intermediate,py_oop,73,63,True,1,42
STU0020,intermediate,algo_greedy,76,103,True,1,157
STU0020,intermediate,ds_lists,92,61,True,1,157
STU0020,intermediate,py_loops,66,28,False,1,289
STU0020,intermediate,algo_searching,72,87,True,1,10
STU0020,intermediate,math_probability,91,132,True,1,118
STU0020,intermediate,algo_sorting,87,81,True,1,261
STU0020,intermediate,algo_dp,41,97,False,1,130
STU0020,intermediate,ds_trees,72,74,True,1,292
STU0020,intermediate,py_variables,80,44,True,1,148
STU0021,beginner,py_variables,58,26,False,3,356
STU0021,beginner,py_oop,54,75,False,1,51
STU0022,math_focused,py_functions,100,53,True,1,149
STU0022,math_focused,ml_neural_nets,91,144,True,1,202
STU0022,math_focused,py_oop,62,27,False,1,90
STU0022,math_focused,math_calculus,72,178,True,1,210
STU0022,math_focused,py_loops,85,37,True,1,128
STU0022,math_focused,ml_classification,71,91,True,1,179
STU0022,math_focused,math_linear_algebra,80,68,True,1,180
STU0022,math_focused,ml_clustering,84,165,True,1,177
STU0022,math_focused,py_variables,66,38,False,2,156
STU0022,math_focused,math_statistics,75,78,True,1,337
STU0022,math_focused,math_probability,65,127,False,1,360
STU0023,intermediate,algo_sorting,75,126,True,1,257
STU0023,intermediate,py_loops,68,55,False,2,113
STU0023,intermediate,py_oop,86,20,True,1,319
STU0023,intermediate,math_probability,68,105,False,3,359
STU0023,intermediate,py_variables,62,38,False,3,162
STU0024,intermediate,py_oop,73,51,True,1,67
STU0024,intermediate,math_linear_algebra,73,162,True,1,264
STU0024,intermediate,algo_searching,69,90,False,2,288
STU0024,intermediate,ds_lists,74,66,True,1,165
STU0024,intermediate,ds_dicts,68,47,False,3,7
STU0024,intermediate,py_functions,88,56,True,1,85
STU0024,intermediate,algo_dp,51,168,False,2,303
STU0024,intermediate,algo_sorting,54,126,False,3,195
STU0024,intermediate,py_variables,53,35,False,1,293
STU0024,intermediate,ds_graphs,86,30,True,1,226
STU0024,intermediate,math_probability,67,152,False,2,342
STU0025,math_focused,ml_neural_nets,58,156,False,2,235
STU0025,math_focused,math_linear_algebra,62,117,False,1,109
STU0025,math_focused,ml_clustering,88,234,True,1,326
STU0025,math_focused,py_oop,55,62,False,1,165
STU0026,advanced,math_probability,84,125,True,1,29
STU0026,advanced,py_functions,64,34,False,1,187
STU0026,advanced,ml_classification,89,78,True,1,98
STU0026,advanced,algo_dp,89,106,True,1,69
STU0026,advanced,ml_regression,61,152,False,3,148
STU0026,advanced,py_oop,86,49,True,1,337
STU0026,advanced,math_statistics,100,137,True,1,201
STU0026,advanced,math_calculus,78,160,True,1,201
STU0026,advanced,py_variables,70,13,True,1,61
STU0026,advanced,ml_clustering,75,268,True,1,39
STU0026,advanced,ds_trees,94,64,True,1,305
STU0026,advanced,ds_lists,67,57,False,2,80
STU0026,advanced,algo_sorting,87,111,True,1,149
STU0026,advanced,math_linear_algebra,92,161,True,1,198
STU0026,advanced,ml_neural_nets,99,238,True,1,26
STU0026,advanced,py_loops,92,39,True,1,270
STU0026,advanced,ds_graphs,87,70,True,1,176
STU0026,advanced,ds_dicts,80,49,True,1,82
STU0026,advanced,algo_searching,99,18,True,1,103
STU0027,beginner,ds_dicts,77,51,True,1,364
STU0027,beginner,ds_trees,78,85,True,1,4
STU0027,beginner,py_variables,54,39,False,2,161
STU0028,code_focused,algo_searching,81,96,True,1,39
STU0028,code_focused,py_oop,100,43,True,1,236
STU0028,code_focused,py_variables,53,14,False,1,65
STU0028,code_focused,ds_lists,68,56,False,2,158
STU0028,code_focused,algo_sorting,79,114,True,1,293
STU0028,code_focused,ds_dicts,73,74,True,1,305
STU0028,code_focused,ds_graphs,62,78,False,3,293
STU0028,code_focused,algo_dp,85,102,True,1,302
STU0028,code_focused,py_functions,83,48,True,1,226
STU0028,code_focused,ds_trees,88,115,True,1,330
STU0028,code_focused,py_loops,72,32,True,1,241
STU0028,code_focused,algo_greedy,80,160,True,1,215
STU0029,code_focused,ds_lists,100,49,True,1,89
STU0029,code_focused,ds_trees,92,120,True,1,98
STU0029,code_focused,algo_sorting,47,69,False,3,29
STU0029,code_focused,algo_greedy,77,129,True,1,40
STU0029,code_focused,algo_dp,75,117,True,1,226
STU0029,code_focused,ds_dicts,53,43,False,3,176
STU0030,intermediate,py_oop,87,35,True,1,347
STU0030,intermediate,algo_searching,76,121,True,1,216
STU0030,intermediate,algo_sorting,79,125,True,1,353
STU0030,intermediate,py_functions,68,42,False,1,363
STU0030,intermediate,ds_trees,75,63,True,1,188
STU0030,intermediate,ds_dicts,69,73,False,3,158
STU0030,intermediate,algo_dp,90,121,True,1,12
STU0030,intermediate,ds_graphs,74,87,True,1,17
STU0030,intermediate,py_loops,68,27,False,1,163
STU0030,intermediate,py_variables,67,23,False,3,74
STU0031,intermediate,math_linear_algebra,73,99,True,1,193
STU0031,intermediate,algo_dp,64,173,False,3,227
STU0031,intermediate,py_variables,51,42,False,1,33
STU0031,intermediate,py_functions,70,17,True,1,58
STU0031,intermediate,ds_trees,80,76,True,1,99
STU0031,intermediate,py_loops,57,35,False,3,285
STU0032,advanced,ml_neural_nets,96,131,True,1,162
STU0032,advanced,math_linear_algebra,67,180,False,3,208
STU0032,advanced,algo_sorting,68,98,False,1,145
STU0032,advanced,ds_trees,100,19,True,1,199
STU0032,advanced,algo_searching,71,111,True,1,181
STU0032,advanced,ml_classification,81,99,True,1,222
STU0032,advanced,ml_clustering,74,268,True,1,166
STU0032,advanced,ds_dicts,76,60,True,1,214
STU0032,advanced,py_oop,63,63,False,3,64
STU0032,advanced,math_calculus,79,148,True,1,274
STU0032,advanced,ds_lists,71,92,True,1,95
STU0032,advanced,ds_graphs,93,118,True,1,217
STU0032,advanced,algo_greedy,87,134,True,1,267
STU0033,intermediate,py_functions,69,36,False,1,77
STU0033,intermediate,ds_lists,69,48,False,2,166
STU0033,intermediate,algo_searching,93,121,True,1,143
STU0033,intermediate,ds_graphs,66,74,False,1,360
STU0033,intermediate,math_linear_algebra,88,160,True,1,9
STU0034,code_focused,ds_lists,99,58,True,1,208
STU0034,code_focused,py_variables,89,31,True,1,3
STU0034,code_focused,py_functions,94,39,True,1,12
STU0034,code_focused,algo_greedy,66,100,False,1,243
STU0034,code_focused,ds_trees,61,65,False,3,309
STU0034,code_focused,ds_dicts,73,114,True,1,82
STU0034,code_focused,py_oop,80,21,True,1,59
STU0034,code_focused,algo_dp,60,128,False,3,93
STU0034,code_focused,algo_searching,57,90,False,3,332
STU0034,code_focused,ds_graphs,87,78,True,1,293
STU0035,intermediate,ds_dicts,90,104,True,1,262
STU0035,intermediate,algo_dp,61,65,False,3,237
STU0035,intermediate,ds_lists,86,59,True,1,225
STU0035,intermediate,ds_trees,76,61,True,1,240
STU0035,intermediate,algo_searching,91,141,True,1,14
STU0035,intermediate,math_linear_algebra,71,170,True,1,318
STU0035,intermediate,algo_sorting,69,70,False,2,231
STU0035,intermediate,py_functions,85,21,True,1,326
STU0036,advanced,algo_sorting,64,81,False,3,1
STU0036,advanced,math_calculus,74,91,True,1,284
STU0036,advanced,algo_dp,79,178,True,1,120
STU0036,advanced,algo_searching,87,141,True,1,207
STU0036,advanced,ml_regression,100,267,True,1,334
STU0036,advanced,ml_neural_nets,83,144,True,1,20
STU0036,advanced,math_linear_algebra,84,107,True,1,35
STU0036,advanced,ds_dicts,91,68,True,1,325
STU0036,advanced,ml_clustering,85,127,True,1,12
STU0036,advanced,ds_trees,84,88,True,1,185
STU0036,advanced,py_oop,64,62,False,3,178
STU0036,advanced,math_probability,88,50,True,1,151
STU0036,advanced,algo_greedy,71,140,True,1,8
STU0036,advanced,ds_graphs,75,135,True,1,5
STU0036,advanced,py_variables,81,29,True,1,145
STU0036,advanced,math_statistics,85,149,True,1,76
STU0036,advanced,ml_classification,85,153,True,1,289
STU0036,advanced,ds_lists,90,64,True,1,142
STU0037,intermediate,math_linear_algebra,68,106,False,3,324
STU0037,intermediate,py_functions,86,55,True,1,132
STU0037,intermediate,py_oop,84,63,True,1,82
STU0037,intermediate,ds_lists,67,76,False,1,331
STU0037,intermediate,math_probability,54,97,False,3,89
STU0037,intermediate,ds_graphs,85,48,True,1,199
STU0037,intermediate,py_variables,47,39,False,1,305
STU0037,intermediate,ds_trees,46,119,False,2,267
STU0037,intermediate,ds_dicts,91,91,True,1,330
STU0038,math_focused,ml_neural_nets,55,191,False,3,43
STU0038,math_focused,math_statistics,83,166,True,1,364
STU0038,math_focused,ml_clustering,84,188,True,1,281
STU0038,math_focused,py_variables,60,43,False,1,141
STU0038,math_focused,py_oop,65,49,False,1,52
STU0038,math_focused,math_probability,81,142,True,1,156
STU0038,math_focused,py_loops,52,42,False,2,146
STU0038,math_focused,ml_regression,78,154,True,1,90
STU0038,math_focused,math_calculus,73,142,True,1,351
STU0038,math_focused,ml_classification,78,185,True,1,159
STU0038,math_focused,math_linear_algebra,67,138,False,2,298
STU0038,math_focused,py_functions,73,56,True,1,263
STU0039,math_focused,py_functions,62,52,False,1,125
STU0039,math_focused,ml_neural_nets,77,196,True,1,49
STU0039,math_focused,py_loops,83,30,True,1,50
STU0039,math_focused,py_variables,83,34,True,1,167
STU0039,math_focused,py_oop,66,58,False,2,242
STU0039,math_focused,math_calculus,69,123,False,2,161
STU0039,math_focused,math_linear_algebra,72,121,True,1,293
STU0039,math_focused,ml_regression,89,234,True,1,160
STU0039,math_focused,math_probability,59,164,False,1,254
STU0039,math_focused,math_statistics,69,112,False,3,85
STU0039,math_focused,ml_clustering,67,272,False,1,167
STU0040,math_focused,ml_neural_nets,55,268,False,1,70
STU0040,math_focused,ml_clustering,67,163,False,1,316
STU0040,math_focused,py_variables,77,15,True,1,230
STU0040,math_focused,ml_regression,95,199,True,1,300
STU0040,math_focused,ml_classification,60,104,False,2,130
STU0040,math_focused,math_linear_algebra,95,141,True,1,286
STU0040,math_focused,math_statistics,85,65,True,1,36
STU0040,math_focused,py_loops,76,42,True,1,303
STU0040,math_focused,math_probability,77,77,True,1,158
STU0040,math_focused,py_oop,94,49,True,1,145
STU0041,intermediate,algo_dp,69,96,False,3,288
STU0041,intermediate,algo_sorting,73,89,True,1,38
STU0041,intermediate,py_loops,68,33,False,1,66
STU0041,intermediate,algo_searching,53,65,False,1,331
STU0041,intermediate,py_variables,65,37,False,2,196
STU0041,intermediate,algo_greedy,76,167,True,1,316
STU0041,intermediate,py_oop,67,61,False,3,49
STU0041,intermediate,ds_lists,72,60,True,1,291
STU0042,advanced,ds_graphs,74,153,True,1,289
STU0042,advanced,py_variables,82,37,True,1,110
STU0042,advanced,algo_greedy,86,113,True,1,25
STU0042,advanced,ml_regression,73,174,True,1,25
STU0042,advanced,math_statistics,81,139,True,1,12
STU0042,advanced,ml_clustering,82,199,True,1,141
STU0042,advanced,math_linear_algebra,91,108,True,1,160
STU0042,advanced,algo_dp,89,67,True,1,60
STU0042,advanced,algo_searching,67,54,False,1,266
STU0042,advanced,py_loops,82,21,True,1,178
STU0042,advanced,ml_classification,84,149,True,1,83
STU0042,advanced,ds_lists,74,77,True,1,263
STU0042,advanced,algo_sorting,78,98,True,1,260
STU0042,advanced,ml_neural_nets,67,216,False,1,359
STU0042,advanced,py_oop,75,45,True,1,124
STU0042,advanced,ds_trees,88,95,True,1,116
STU0042,advanced,math_calculus,100,102,True,1,7
STU0042,advanced,py_functions,59,83,False,3,229
STU0042,advanced,ds_dicts,88,67,True,1,183
STU0043,intermediate,py_functions,60,45,False,3,191
STU0043,intermediate,ds_graphs,51,85,False,1,282
STU0043,intermediate,py_oop,80,33,True,1,227
STU0043,intermediate,algo_greedy,55,60,False,2,42
STU0043,intermediate,py_variables,75,31,True,1,105
STU0043,intermediate,algo_dp,75,85,True,1,129
STU0043,intermediate,algo_sorting,75,89,True,1,232
STU0044,intermediate,math_linear_algebra,64,123,False,1,87
STU0044,intermediate,ds_lists,67,65,False,3,152
STU0044,intermediate,algo_searching,72,85,True,1,232
STU0044,intermediate,py_functions,55,32,False,3,211
STU0044,intermediate,py_oop,59,62,False,3,261
STU0044,intermediate,algo_sorting,87,99,True,1,8
STU0044,intermediate,math_probability,83,103,True,1,329
STU0045,intermediate,math_probability,89,206,True,1,351
STU0045,intermediate,algo_dp,100,123,True,1,226
STU0045,intermediate,ds_graphs,67,64,False,2,183
STU0045,intermediate,ds_lists,69,47,False,2,124
STU0045,intermediate,ds_trees,58,69,False,2,213
STU0045,intermediate,ds_dicts,71,112,True,1,113
STU0046,advanced,algo_searching,87,82,True,1,283
STU0046,advanced,ml_classification,82,192,True,1,88
STU0046,advanced,math_calculus,71,70,True,1,189
STU0046,advanced,py_variables,90,42,True,1,118
STU0046,advanced,ds_dicts,100,83,True,1,295
STU0046,advanced,py_functions,95,48,True,1,229
STU0046,advanced,py_oop,81,34,True,1,144
STU0046,advanced,ml_clustering,90,214,True,1,3
STU0046,advanced,ml_neural_nets,98,158,True,1,10
STU0046,advanced,algo_dp,92,129,True,1,219
STU0046,advanced,ds_graphs,76,57,True,1,13
STU0046,advanced,math_probability,100,239,True,1,234
STU0047,math_focused,ml_classification,83,147,True,1,101
STU0047,math_focused,math_statistics,71,101,True,1,132
STU0047,math_focused,math_calculus,82,165,True,1,227
STU0047,math_focused,math_probability,79,98,True,1,310
STU0047,math_focused,py_functions,56,63,False,1,20
STU0047,math_focused,py_oop,86,49,True,1,221
STU0047,math_focused,ml_clustering,68,183,False,2,55
STU0047,math_focused,math_linear_algebra,72,130,True,1,24
STU0047,math_focused,py_loops,87,44,True,1,159
STU0048,beginner,ds_lists,70,79,True,1,356
STU0048,beginner,py_oop,28,66,False,2,183
STU0048,beginner,ds_graphs,51,106,False,3,116
STU0049,beginner,ds_dicts,67,47,False,3,198
STU0049,beginner,ds_lists,65,36,False,2,50
STU0049,beginner,py_loops,68,28,False,2,254
STU0049,beginner,py_oop,82,65,True,1,51
STU0050,code_focused,ds_dicts,60,68,False,2,231
STU0050,code_focused,algo_dp,70,77,True,1,84
STU0050,code_focused,py_loops,78,39,True,1,364
STU0050,code_focused,ds_trees,62,55,False,2,120
STU0050,code_focused,py_variables,73,32,True,1,106
STU0050,code_focused,py_oop,68,65,False,1,301
STU0050,code_focused,ds_graphs,86,138,True,1,21
STU0050,code_focused,algo_sorting,44,118,False,3,70
STU0050,code_focused,ds_lists,76,63,True,1,143
STU0050,code_focused,algo_greedy,70,150,True,1,154
STU0050,code_focused,algo_searching,55,85,False,1,165
STU0050,code_focused,py_functions,60,53,False,1,345
STU0051,code_focused,ds_graphs,78,86,True,1,61
STU0051,code_focused,algo_greedy,79,142,True,1,169
STU0051,code_focused,ds_dicts,76,100,True,1,98
STU0051,code_focused,py_functions,73,34,True,1,65
STU0051,code_focused,algo_dp,60,102,False,2,112
STU0051,code_focused,algo_searching,71,97,True,1,144
STU0051,code_focused,ds_trees,95,53,True,1,86
STU0051,code_focused,py_oop,85,42,True,1,294
STU0051,code_focused,ds_lists,71,87,True,1,192
STU0051,code_focused,py_loops,73,54,True,1,32
STU0051,code_focused,py_variables,65,25,False,3,68
STU0051,code_focused,algo_sorting,75,139,True,1,232
STU0052,code_focused,ds_trees,70,61,True,1,44
STU0052,code_focused,ds_lists,71,121,True,1,262
STU0052,code_focused,ds_dicts,64,25,False,3,178
STU0052,code_focused,py_functions,72,33,True,1,267
STU0052,code_focused,py_variables,75,17,True,1,297
STU0052,code_focused,algo_searching,96,135,True,1,55
STU0052,code_focused,algo_greedy,60,136,False,2,104
STU0052,code_focused,py_loops,40,50,False,2,268
STU0052,code_focused,ds_graphs,78,57,True,1,259
STU0053,code_focused,algo_greedy,78,98,True,1,16
STU0053,code_focused,algo_sorting,73,102,True,1,21
STU0053,code_focused,py_loops,62,51,False,2,223
STU0053,code_focused,algo_searching,63,113,False,1,25
STU0053,code_focused,py_functions,67,53,False,2,133
STU0053,code_focused,py_oop,79,50,True,1,134
STU0053,code_focused,ds_lists,61,83,False,3,364
STU0053,code_focused,ds_graphs,48,70,False,2,131
STU0053,code_focused,ds_trees,74,102,True,1,277
STU0053,code_focused,algo_dp,66,164,False,2,41
STU0053,code_focused,py_variables,64,35,False,3,279
STU0054,advanced,ds_graphs,93,76,True,1,303
STU0054,advanced,algo_sorting,70,74,True,1,227
STU0054,advanced,ml_clustering,76,249,True,1,142
STU0054,advanced,ds_trees,80,85,True,1,355
STU0054,advanced,ml_classification,93,183,True,1,219
STU0054,advanced,ds_dicts,71,73,True,1,46
STU0054,advanced,math_calculus,96,144,True,1,328
STU0054,advanced,math_linear_algebra,80,87,True,1,334
STU0054,advanced,algo_searching,78,101,True,1,344
STU0054,advanced,py_loops,87,30,True,1,110
STU0054,advanced,py_oop,85,59,True,1,201
STU0054,advanced,py_variables,95,48,True,1,124
STU0054,advanced,py_functions,76,57,True,1,120
STU0054,advanced,ml_neural_nets,87,282,True,1,286
STU0054,advanced,math_statistics,84,117,True,1,308
STU0055,intermediate,ds_graphs,78,144,True,1,62
STU0055,intermediate,math_probability,72,180,True,1,325
STU0055,intermediate,ds_dicts,62,54,False,1,201
STU0055,intermediate,py_variables,75,35,True,1,216
STU0055,intermediate,py_loops,65,40,False,2,76
STU0055,intermediate,ds_trees,58,75,False,3,26
STU0055,intermediate,algo_searching,67,91,False,1,307
STU0056,intermediate,py_variables,89,35,True,1,257
STU0056,intermediate,ds_graphs,64,46,False,2,153
STU0056,intermediate,algo_searching,81,108,True,1,362
STU0056,intermediate,py_loops,55,37,False,3,237
STU0056,intermediate,math_probability,100,105,True,1,189
STU0057,beginner,ds_trees,65,109,False,2,106
STU0058,intermediate,py_loops,71,31,True,1,127
STU0058,intermediate,algo_greedy,63,64,False,3,332
STU0058,intermediate,py_oop,76,66,True,1,109
STU0058,intermediate,ds_trees,53,98,False,1,90
STU0058,intermediate,ds_dicts,73,57,True,1,338
STU0058,intermediate,py_functions,81,29,True,1,161
STU0058,intermediate,algo_dp,46,86,False,3,239
STU0058,intermediate,algo_searching,90,86,True,1,225
STU0058,intermediate,math_linear_algebra,51,92,False,1,258
STU0058,intermediate,py_variables,86,40,True,1,307
STU0059,advanced,ml_neural_nets,81,79,True,1,301
STU0059,advanced,ds_graphs,92,80,True,1,62
STU0059,advanced,ml_regression,59,192,False,3,294
STU0059,advanced,math_calculus,88,188,True,1,146
STU0059,advanced,py_variables,74,28,True,1,73
STU0059,advanced,algo_searching,95,81,True,1,188
STU0059,advanced,ml_clustering,76,104,True,1,195
STU0059,advanced,math_statistics,61,112,False,2,313
STU0059,advanced,math_linear_algebra,82,112,True,1,167
STU0059,advanced,py_loops,67,38,False,3,196
STU0059,advanced,ds_lists,81,70,True,1,202
STU0059,advanced,algo_dp,98,156,True,1,126
STU0059,advanced,ds_dicts,72,74,True,1,64
STU0059,advanced,py_oop,63,74,False,2,321
STU0059,advanced,py_functions,83,51,True,1,45
STU0059,advanced,algo_greedy,77,114,True,1,363
STU0059,advanced,ds_trees,69,69,False,2,262
STU0059,advanced,algo_sorting,79,139,True,1,30
STU0059,advanced,ml_classification,83,163,True,1,37
STU0060,code_focused,ds_graphs,72,97,True,1,109
STU0060,code_focused,algo_greedy,73,132,True,1,162
STU0060,code_focused,algo_dp,67,87,False,3,42
STU0060,code_focused,ds_lists,80,77,True,1,250
STU0060,code_focused,algo_searching,71,87,True,1,21
STU0060,code_focused,py_variables,74,34,True,1,92
STU0060,code_focused,algo_sorting,77,83,True,1,273
STU0060,code_focused,py_loops,63,50,False,2,249
